Organism,AntimicrobialGroup,Indicator,Year,RegionCode,RegionName,PercentageResistant
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,HU,Hungary,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,IE,Ireland,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,IS,Iceland,
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,IT,Italy,0.38042842
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,LT,Lithuania,0.17825311
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,LU,Luxembourg,0.60975609
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,LV,Latvia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,MT,Malta,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,NL,Netherlands,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,NO,Norway,0.04950495
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,PL,Poland,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,PT,Portugal,0.06277463
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,RO,Romania,0.6006006
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,SE,Sweden,0.02124721
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,SI,Slovenia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,SK,Slovakia,0.12738853
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2019,UK,United Kingdom,0.04052821
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,AT,Austria,0.09725734
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,BE,Belgium,0.02423654
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,BG,Bulgaria,0.76628352
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,CY,Cyprus,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,CZ,Czechia,0.13333333
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,DE,Germany,0.01756975
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,DK,Denmark,0.15410958
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,EE,Estonia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,EL,Greece,0.53003533
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,ES,Spain,0.36952089
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,FI,Finland,0.01860465
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,FR,France,0.03924206
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,HR,Croatia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,HU,Hungary,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,IE,Ireland,0.07092198
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,IS,Iceland,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,IT,Italy,0.47219598
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,LT,Lithuania,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,LU,Luxembourg,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,LV,Latvia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,MT,Malta,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,NL,Netherlands,0.04006945
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,NO,Norway,0.02742731
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,PL,Poland,0.04807692
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,PT,Portugal,0.15429453
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,RO,Romania,0.66079295
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,SE,Sweden,0.0101564
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,SI,Slovenia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2020,SK,Slovakia,0.14184397
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,AT,Austria,0.0192086
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,BE,Belgium,0.04235493
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,BG,Bulgaria,0.38022813
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,CY,Cyprus,1.04166666
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,CZ,Czechia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,DE,Germany,0.04135791
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,DK,Denmark,0.10265183
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,EE,Estonia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,EL,Greece,1.09890109
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,ES,Spain,0.14703479
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,FI,Finland,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,FR,France,0.05129374
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,HR,Croatia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,HU,Hungary,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,IE,Ireland,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,IS,Iceland,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,IT,Italy,0.42200452
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,LT,Lithuania,0.2610966
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,LU,Luxembourg,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,LV,Latvia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,MT,Malta,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,NL,Netherlands,0.04566905
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,NO,Norway,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,PL,Poland,0.13100436
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,PT,Portugal,0.32930845
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,RO,Romania,0.40160642
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,SE,Sweden,0.05646527
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,SI,Slovenia,0.0
Escherichia coli,Carbapenems,"R - resistant isolates, percentage  ",2021,SK,Slovakia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,AT,Austria,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,BE,Belgium,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,DE,Germany,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,DK,Denmark,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,EE,Estonia,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,EL,Greece,0.28818443
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,ES,Spain,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,FI,Finland,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,IE,Ireland,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,IS,Iceland,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,IT,Italy,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,LU,Luxembourg,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,NL,Netherlands,0.11025358
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,NO,Norway,0.15898251
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,PT,Portugal,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,SE,Sweden,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2000,UK,United Kingdom,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,AT,Austria,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,BE,Belgium,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,BG,Bulgaria,1.26582278
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,CZ,Czechia,0.42918454
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,DE,Germany,0.24834437
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,DK,Denmark,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,EE,Estonia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,EL,Greece,1.50943396
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,ES,Spain,0.25773195
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,FI,Finland,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,FR,France,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,HR,Croatia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,HU,Hungary,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,IE,Ireland,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,IS,Iceland,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,IT,Italy,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,LU,Luxembourg,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,MT,Malta,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,NL,Netherlands,0.15197568
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,NO,Norway,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,PL,Poland,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,PT,Portugal,1.37457044
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,SE,Sweden,0.17889087
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,SI,Slovenia,0.25125628
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,SK,Slovakia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2001,UK,United Kingdom,0.27372262
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,AT,Austria,0.42553191
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,BE,Belgium,0.88888888
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,BG,Bulgaria,9.09090909
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,CZ,Czechia,0.44191919
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,DE,Germany,0.28275212
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,DK,Denmark,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,EE,Estonia,1.69491525
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,EL,Greece,1.82815356
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,ES,Spain,0.36540803
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,FI,Finland,0.52631578
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,FR,France,0.24086712
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,HR,Croatia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,HU,Hungary,0.3144654
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,IE,Ireland,0.56497175
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,IS,Iceland,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,IT,Italy,0.8250825
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,LU,Luxembourg,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,MT,Malta,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,NL,Netherlands,0.16111707
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,NO,Norway,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,PL,Poland,0.78740157
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,PT,Portugal,4.05063291
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,RO,Romania,9.09090909
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,SE,Sweden,0.2079002
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,SI,Slovenia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,SK,Slovakia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2002,UK,United Kingdom,0.60168471
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,AT,Austria,0.82644628
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,BE,Belgium,0.47755491
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,BG,Bulgaria,10.96774193
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,CY,Cyprus,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,CZ,Czechia,0.34129692
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,DE,Germany,0.31347962
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,DK,Denmark,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,EE,Estonia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,EL,Greece,1.72413793
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,ES,Spain,0.83618396
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,FI,Finland,0.67114093
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,FR,France,0.57471264
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,HR,Croatia,0.36563071
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,HU,Hungary,0.37128712
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,IE,Ireland,0.64102564
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,IS,Iceland,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,IT,Italy,3.57529794
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,LU,Luxembourg,0.44247787
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,MT,Malta,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,NL,Netherlands,0.32804811
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,NO,Norway,0.09930486
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,PL,Poland,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,PT,Portugal,4.61329715
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,RO,Romania,6.38297872
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,SE,Sweden,0.22892025
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,SI,Slovenia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,SK,Slovakia,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2003,UK,United Kingdom,1.21827411
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,AT,Austria,0.65897858
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,BE,Belgium,0.78397212
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,BG,Bulgaria,13.46153846
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,CY,Cyprus,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,CZ,Czechia,0.45824847
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,DE,Germany,0.50590219
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,DK,Denmark,
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,EE,Estonia,0.64935064
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,EL,Greece,1.43112701
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,ES,Spain,1.16042935
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,FI,Finland,1.21483375
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,FR,France,0.4302282
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,HR,Croatia,0.18726591
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,HU,Hungary,2.01117318
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,IE,Ireland,0.68259385
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,IS,Iceland,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,IT,Italy,2.05696202
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,LU,Luxembourg,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,MT,Malta,3.33333333
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,NL,Netherlands,0.13227513
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,NO,Norway,0.2788104
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,PL,Poland,0.0
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,PT,Portugal,4.85294117
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,RO,Romania,7.31707317
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,SE,Sweden,0.27846534
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,SI,Slovenia,1.22164048
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,SK,Slovakia,5.75539568
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2004,UK,United Kingdom,1.04683195
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,AT,Austria,1.32874015
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,BE,Belgium,0.33140016
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,BG,Bulgaria,17.58241758
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,CY,Cyprus,4.10958904
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,CZ,Czechia,1.07478728
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,DE,Germany,0.42060988
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,DK,Denmark,0.85178875
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,EE,Estonia,0.67114093
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,EL,Greece,2.20264317
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,ES,Spain,2.44392366
Escherichia coli,"Combined resistance (third-generation cephalosporin, fluoroquinolones and aminoglycoside)","R - resistant isolates, percentage  ",2005,FI,Finland,1.39682539
